,unitid,year,opeid.x,opeid6,fips.x.x,years_since_entering_repay,cohort_year.x,repay_rate,repay_rate_lowincome,repay_rate_midincome,repay_rate_highincome,repay_rate_dependent,repay_rate_independent,repay_rate_pell,repay_rate_nopell,repay_rate_female,repay_rate_male,repay_rate_firstgen,repay_rate_notfirstgen,repay_count,repay_count_lowincome,repay_count_midincome,repay_count_highincome,repay_count_dependent,repay_count_independent,repay_count_pell,repay_count_nopell,repay_count_female,repay_count_male,repay_count_firstgen,repay_count_notfirstgen,fips.y.x,cohort_year.y,race,sex,completion_rate_150pct,fips.x.y,est_fte,fips.y.y,type_of_aid,number_of_students,percent_of_students,average_amount,fips,opeid.y,inst_name_fsa,loan_type,loan_recipients_unitid,num_loans_disbursed_unitid,num_loans_originated_unitid,value_loans_originated_unitid,value_loan_disbursements_unitid,loan_recipients_opeid,num_loans_disbursed_opeid,num_loans_originated_opeid,value_loans_originated_opeid,value_loan_disbursements_opeid,allocation_flag,combined_flag,other_assoc_opeids,hbcu
494,198039,2010,968400,9684,37,3,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,22,-3,-3,-3,11,11,-3,-3,11,11,10,12,37,2008,1,99,0.158,37,2124,37,1,204,0.68,NA,37,968400,BLUE RIDGE COMMUNITY COLLEGE,1,372,730,455,1447793,1447008,372,730,455,1447793,1447008,0,0,,No
495,198039,2012,968400,9684,37,5,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,23,13,-3,-3,12,11,-3,-3,12,11,11,12,37,2010,1,99,0.185,37,1931,37,1,117,0.7,NA,37,968400,BLUE RIDGE COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
496,198066,2010,291200,2912,37,3,2007,0.681275,0.6,0.638298,0.833333,0.693396,0.615385,0.588652,0.8,0.701754,0.664234,0.694444,0.675978,251,85,94,72,212,39,141,110,114,137,72,179,37,2005,1,99,0.367,37,615,37,1,197,0.99,NA,37,291200,BREVARD COLLEGE,1,375,667,381,1531890,1431468,375,667,381,1531890,1431468,0,0,,No
498,198066,2012,291200,2912,37,5,2007,0.750958,0.677778,0.787234,0.792208,0.765487,0.657143,0.673469,0.850877,0.741379,0.758621,0.835616,0.718085,261,90,94,77,226,35,147,114,116,145,73,188,37,2007,1,99,0.41,37,626,37,1,216,0.99,NA,37,291200,BREVARD COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
500,198109,2010,647700,6477,37,3,2007,0.864,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,125,33,73,19,60,65,51,74,109,16,49,76,37,2005,1,99,0.75,37,345,37,1,16,1,NA,37,647700,CABARRUS COLLEGE OF HEALTH SCIENCES,1,277,533,277,1018948,989430,277,533,277,1018948,989430,0,0,,No
502,198109,2012,647700,6477,37,5,2007,0.877049,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,122,31,72,19,59,63,47,75,109,13,47,75,37,2007,1,99,0.719,37,356,37,1,28,0.93,NA,37,647700,CABARRUS COLLEGE OF HEALTH SCIENCES,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
504,198118,2010,483500,4835,37,3,2007,0.590909,0.503448,-3,-3,0.6,0.583333,0.511628,0.73913,0.572414,0.613445,0.59322,0.589041,264,145,96,23,120,144,172,92,145,119,118,146,37,2008,1,99,0.251,37,4399,37,1,385,0.67,NA,37,483500,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,1,1137,1989,1137,3728063,3711198,1137,1989,1137,3728063,3711198,0,0,,No
505,198118,2012,483500,4835,37,5,2007,0.610345,0.522293,-3,-3,0.625899,0.596026,0.531915,0.754902,0.611111,0.609375,0.601626,0.616766,290,157,105,28,139,151,188,102,162,128,123,167,37,2010,1,99,0.212,37,3636,37,1,328,0.72,NA,37,483500,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
506,198136,2010,291300,2913,37,3,2007,0.76053,0.680346,0.788321,0.841328,0.784336,0.708229,0.689769,0.823964,0.759309,0.762264,0.738839,0.772182,1282,463,548,271,881,401,606,676,752,530,448,834,37,2005,1,99,0.577,37,4359,37,1,831,1,NA,37,291300,CAMPBELL UNIVERSITY,1,2139,4140,2372,9010544,8904186,2139,4140,2372,9010544,8904186,0,0,,No
508,198136,2012,291300,2913,37,5,2007,0.786765,0.705882,0.813264,0.880866,0.811892,0.733333,0.726172,0.844063,0.776119,0.802158,0.763598,0.79932,1360,510,573,277,925,435,661,699,804,556,478,882,37,2007,1,99,0.533,37,4484,37,1,831,1,NA,37,291300,CAMPBELL UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
510,198154,2010,532000,5320,37,3,2007,0.691552,0.616327,0.700565,0.885057,0.720635,0.64433,0.605263,0.786008,0.682759,0.703196,0.631016,0.726708,509,245,177,87,315,194,266,243,290,219,187,322,37,2008,1,99,0.213,37,8959,37,1,554,0.59,NA,37,532000,CAPE FEAR COMMUNITY COLLEGE,1,2361,3907,2361,7284909,7276624,2361,3907,2361,7284909,7276624,0,0,,No
511,198154,2012,532000,5320,37,5,2007,0.710332,0.657692,0.73262,0.810526,0.736842,0.665,0.649306,0.779528,0.693811,0.731915,0.651282,0.743516,542,260,187,95,342,200,288,254,307,235,195,347,37,2010,1,99,0.154,37,8372,37,1,694,0.67,NA,37,532000,CAPE FEAR COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
512,198206,2010,808100,8081,37,3,2007,0.659574,0.574074,-3,-3,-3,-3,-3,-3,0.698413,0.580645,0.644444,0.673469,94,54,-3,-3,34,60,55,39,63,31,45,49,37,2008,1,99,0.124,37,1513,37,1,156,0.9,NA,37,808100,CARTERET COMMUNITY COLLEGE,1,336,518,336,903895,902066,336,518,336,903895,902066,0,0,,No
513,198206,2012,808100,8081,37,5,2007,0.646465,0.574074,-3,-3,-3,-3,0.59322,0.725,0.651515,0.636364,0.653061,0.64,99,54,-3,-3,38,61,59,40,66,33,49,50,37,2010,1,99,0.175,37,1431,37,1,71,0.35,NA,37,808100,CARTERET COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
514,198215,2010,291400,2914,37,3,2007,0.692157,0.565217,0.738318,0.8125,0.726415,0.635417,0.617647,0.777311,0.700337,0.680751,0.682464,0.698997,510,184,214,112,318,192,272,238,297,213,211,299,37,2005,1,99,0.574,37,1226,37,1,251,1,NA,37,291400,CATAWBA COLLEGE,1,813,1646,968,3159931,3078455,813,1646,968,3159931,3078455,0,0,,No
516,198215,2012,291400,2914,37,5,2007,0.735632,0.612565,0.791667,0.834783,0.773006,0.673469,0.670175,0.814346,0.755853,0.70852,0.714286,0.75,522,191,216,115,326,196,285,237,299,223,210,312,37,2007,1,99,0.547,37,1176,37,1,293,0.99,NA,37,291400,CATAWBA COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
518,198233,2010,531800,5318,37,3,2007,0.786667,0.681159,-3,-3,0.8375,0.728571,0.694444,0.871795,0.792453,0.772727,0.805195,0.767123,150,69,66,15,80,70,72,78,106,44,77,73,37,2008,1,99,0.135,37,4796,37,1,383,0.67,NA,37,531800,CATAWBA VALLEY COMMUNITY COLLEGE,1,644,1098,644,1807380,1806385,644,1098,644,1807380,1806385,0,0,,No
519,198233,2012,531800,5318,37,5,2007,0.792453,0.710145,-3,-3,0.827586,0.75,0.721519,0.8625,0.807339,0.76,0.829268,0.753247,159,69,78,12,87,72,79,80,109,50,82,77,37,2010,1,99,0.224,37,3785,37,1,249,0.69,NA,37,531800,CATAWBA VALLEY COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
520,198242,2010,1026400,10264,37,3,2007,0.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,44,-3,-3,-3,-3,-3,-3,-3,-3,-3,27,17,37,2005,1,99,NA,37,281,37,1,9,1,NA,37,1026400,SOUTH COLLEGE,1,295,814,368,1081240,1003107,295,814,368,1081240,1003107,0,0,,No
522,198242,2012,1026400,10264,37,5,2007,0.413043,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,46,-3,-3,-3,-3,-3,-3,-3,-3,-3,29,17,37,2007,1,99,0.429,37,295,37,1,21,1,NA,37,1026400,SOUTH COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
524,198303,2010,291600,2916,37,3,2007,0.480944,0.374558,0.546961,0.689655,0.48374,0.457627,0.409836,0.621622,0.490099,0.475645,0.509506,0.454861,551,283,181,87,492,59,366,185,202,349,263,288,37,2005,1,99,0.381,37,1138,37,1,510,1,NA,37,291600,CHOWAN UNIVERSITY,1,1019,1915,1169,3739005,3694517,1019,1915,1169,3739005,3694517,0,0,,No
526,198303,2012,291600,2916,37,5,2007,0.537133,0.427152,0.593583,0.788889,0.543137,0.492754,0.45953,0.688776,0.506977,0.554945,0.521277,0.552189,579,302,187,90,510,69,383,196,215,364,282,297,37,2007,1,99,0.289,37,1261,37,1,514,1,NA,37,291600,CHOWAN UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
528,198367,2010,679900,6799,37,3,2007,0.766667,0.709091,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,90,55,-3,-3,29,61,62,28,65,25,53,37,37,2008,1,99,0.084,37,2701,37,1,158,0.56,NA,37,679900,CRAVEN COMMUNITY COLLEGE,1,352,607,352,1189009,1183395,352,607,352,1189009,1183395,0,0,,No
529,198367,2012,679900,6799,37,5,2007,0.762887,0.722222,-3,-3,0.710526,0.79661,-3,-3,-3,-3,0.781818,0.738095,97,54,-3,-3,38,59,65,32,71,26,55,42,37,2010,1,99,0.145,37,2712,37,1,173,0.73,NA,37,679900,CRAVEN COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
530,198376,2010,291900,2919,37,3,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,14,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,37,2008,1,99,0.309,37,3932,37,1,320,0.68,NA,37,291900,DAVIDSON COUNTY COMMUNITY COLLEGE,1,275,513,275,832778,832758,275,513,275,832778,832758,0,0,,No
531,198376,2012,291900,2919,37,5,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,13,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,37,2010,1,99,0.267,37,3581,37,1,346,0.76,NA,37,291900,DAVIDSON COUNTY COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
532,198385,2010,291800,2918,37,3,2007,0.910256,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,156,23,48,85,-3,-3,35,121,68,88,12,144,37,2005,1,99,0.933,37,1885,37,1,322,0.65,NA,37,291800,DAVIDSON COLLEGE,1,283,572,307,881063,878658,283,572,307,881063,878658,0,0,,No
534,198385,2012,291800,2918,37,5,2007,0.915663,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,166,24,47,95,-3,-3,35,131,73,93,11,155,37,2007,1,99,0.936,37,1919,37,1,302,0.62,NA,37,291800,DAVIDSON COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
536,198419,2010,292000,2920,37,3,2007,0.889154,0.862637,0.868421,0.92068,-3,-3,0.851145,0.906412,0.874459,0.907162,0.88,0.890392,839,182,304,353,752,87,262,577,462,377,100,739,37,2005,1,99,0.952,37,8144,37,1,1078,0.62,NA,37,292000,DUKE UNIVERSITY,1,1380,2866,1531,5042599,5025478,1380,2866,1531,5042599,5025478,0,0,,No
538,198419,2012,292000,2920,37,5,2007,0.904506,0.879397,0.882184,0.937662,0.905952,0.891304,0.866894,0.921753,0.898239,0.912114,0.899083,0.905225,932,199,348,385,840,92,293,639,511,421,109,823,37,2007,1,99,0.947,37,8241,37,1,1097,0.64,NA,37,292000,DUKE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
540,198464,2010,292300,2923,37,3,2007,0.723329,0.61238,0.761759,0.843829,0.758073,0.595238,0.647908,0.812447,0.726086,0.719221,0.696815,0.737202,5118,1971,1956,1191,4026,1092,2772,2346,3063,2055,1758,3360,37,2005,1,99,0.601,37,20846,37,1,3052,0.73,NA,37,292300,EAST CAROLINA UNIVERSITY,1,9741,19884,10844,38278704,37981960,9741,19884,10844,38278706,37981962,0,0,,No
542,198464,2012,292300,2923,37,5,2007,0.761513,0.66714,0.787952,0.87393,0.78918,0.659227,0.685148,0.852564,0.763923,0.757841,0.73927,0.773004,5472,2112,2075,1285,4307,1165,2976,2496,3304,2168,1864,3608,37,2007,1,99,0.569,37,20348,37,1,2935,0.73,NA,37,292300,EAST CAROLINA UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
544,198491,2010,885500,8855,37,3,2007,0.396226,0.333333,-3,-3,-3,-3,0.375,0.461538,-3,-3,0.338235,0.5,106,78,-3,-3,22,84,80,26,84,22,68,38,37,2008,1,99,0.742,37,2665,37,1,315,0.94,NA,37,885500,EDGECOMBE COMMUNITY COLLEGE,1,561,845,561,1603597,1603425,561,845,561,1603597,1603425,0,0,,No
545,198491,2012,885500,8855,37,5,2007,0.446602,0.381579,-3,-3,0.545455,0.419753,0.4375,0.478261,-3,-3,0.424242,0.486486,103,76,-3,-3,22,81,80,23,80,23,66,37,37,2010,1,99,0.366,37,2058,37,1,312,0.93,NA,37,885500,EDGECOMBE COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
546,198507,2010,292600,2926,37,3,2007,0.342603,0.291391,0.463203,0.390625,0.33815,0.357488,0.31444,0.474684,0.356,0.325815,0.312997,0.363985,899,604,231,64,692,207,741,158,500,399,377,522,37,2005,1,99,0.318,37,3333,37,1,560,0.97,NA,37,292600,ELIZABETH CITY STATE UNIVERSITY,1,2276,5107,2746,9044126,8991992,2276,5107,2746,9044126,8991992,0,0,,Yes
548,198507,2012,292600,2926,37,5,2007,0.381148,0.352308,0.455253,0.376812,0.385638,0.366071,0.360697,0.476744,0.390826,0.36891,0.35545,0.400722,976,650,257,69,752,224,804,172,545,431,422,554,37,2007,1,99,0.388,37,2727,37,1,506,0.97,NA,37,292600,ELIZABETH CITY STATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
550,198516,2010,292700,2927,37,3,2007,0.888199,0.815126,0.882129,0.91253,-3,-3,0.822511,0.914634,0.896842,0.875758,0.826667,0.90229,805,119,263,423,783,22,231,574,475,330,150,655,37,2005,1,99,0.822,37,5956,37,1,966,0.71,NA,37,292700,ELON UNIVERSITY,1,1369,2635,1406,5820912,5818523,1369,2635,1406,5820912,5818523,0,0,,No
552,198516,2012,292700,2927,37,5,2007,0.902326,0.818182,0.887719,0.936795,-3,-3,0.841085,0.928571,0.914729,0.883721,0.83125,0.918571,860,132,285,443,838,22,258,602,516,344,160,700,37,2007,1,99,0.822,37,6246,37,1,964,0.68,NA,37,292700,ELON UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
554,198534,2010,764000,7640,37,3,2007,0.404193,0.35064,0.569697,0.689655,0.452442,0.39006,0.361506,0.598706,0.418306,0.356962,0.392344,0.415437,1717,1329,330,58,389,1328,1408,309,1322,395,836,881,37,2008,1,99,0.055,37,9171,37,1,541,0.66,NA,37,764000,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,1,2804,4938,2990,9721146,9110572,2804,4938,2990,9721146,9110572,0,0,,No
555,198534,2012,764000,7640,37,5,2007,0.421866,0.372954,0.571839,0.706897,0.479319,0.405,0.380728,0.608563,0.428979,0.397561,0.413288,0.430119,1811,1405,348,58,411,1400,1484,327,1401,410,888,923,37,2010,1,99,0.111,37,10114,37,1,942,0.79,NA,37,764000,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
556,198543,2010,292800,2928,37,3,2007,0.349104,0.307288,0.426259,0.454545,0.308224,0.424328,0.313341,0.505348,0.36315,0.322857,0.342075,0.354553,2008,1331,556,121,1301,707,1634,374,1308,700,877,1131,37,2005,1,99,0.346,37,4743,37,1,492,0.91,NA,37,292800,FAYETTEVILLE STATE UNIVERSITY,1,3158,6495,3523,11755105,11062601,3158,6495,3523,11755105,11062601,0,0,,Yes
558,198543,2012,292800,2928,37,5,2007,0.407238,0.365854,0.47541,0.536232,0.374377,0.466581,0.375141,0.544794,0.415042,0.392236,0.402734,0.410714,2183,1435,610,138,1405,778,1770,413,1436,747,951,1232,37,2007,1,99,0.154,37,4714,37,1,574,0.96,NA,37,292800,FAYETTEVILLE STATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
560,198552,2012,531700,5317,37,5,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,37,2010,1,99,0.183,37,7190,37,1,471,0.44,NA,37,531700,FORSYTH TECHNICAL COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
561,198561,2010,292900,2929,37,3,2007,0.62766,0.516441,0.667984,0.81407,0.69802,0.558442,0.515363,0.786561,0.614922,0.654731,0.596685,0.65243,1222,517,506,199,606,616,716,506,831,391,543,679,37,2005,1,99,0.575,37,2761,37,1,463,1,NA,37,292900,GARDNER - WEBB UNIVERSITY,1,1851,3797,1909,7618467,7404788,1851,3797,1909,7618467,7404788,0,0,,No
563,198561,2012,292900,2929,37,5,2007,0.67627,0.559649,0.730483,0.853081,0.760736,0.593703,0.56697,0.829091,0.661074,0.708235,0.640336,0.705801,1319,570,538,211,652,667,769,550,894,425,595,724,37,2007,1,99,0.577,37,2546,37,1,493,1,NA,37,292900,GARDNER - WEBB UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
565,198598,2010,293000,2930,37,3,2007,0.625688,0.5,0.633663,0.81203,0.654155,0.563953,0.513514,0.727273,0.658863,0.585366,0.590909,0.645533,545,210,202,133,373,172,259,286,299,246,198,347,37,2005,1,99,0.423,37,972,37,1,191,0.99,NA,37,293000,GREENSBORO COLLEGE,1,722,1428,856,3167388,3061522,722,1428,856,3167388,3061522,0,0,,No
567,198598,2012,293000,2930,37,5,2007,0.639033,0.492958,0.656109,0.827586,0.674074,0.557471,0.535316,0.729032,0.653968,0.621212,0.607656,0.656757,579,213,221,145,405,174,269,310,315,264,209,370,37,2007,1,99,0.338,37,951,37,1,224,1,NA,37,293000,GREENSBORO COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
569,198613,2010,293100,2931,37,3,2007,0.588126,0.453237,0.679558,0.85,0.802432,0.493992,0.4592,0.766004,0.536685,0.69883,0.462871,0.663205,1078,556,362,160,329,749,625,453,736,342,404,674,37,2005,1,99,0.592,37,2760,37,1,364,0.99,NA,37,293100,GUILFORD COLLEGE,1,1800,3486,2086,7227333,7136037,1800,3486,2086,7227333,7136037,0,0,,No
571,198613,2012,293100,2931,37,5,2007,0.618924,0.48505,0.712766,0.87931,0.823699,0.531017,0.503737,0.778468,0.56743,0.729508,0.519814,0.677732,1152,602,376,174,346,806,669,483,786,366,429,723,37,2007,1,99,0.592,37,2211,37,1,301,0.99,NA,37,293100,GUILFORD COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
573,198622,2010,483800,4838,37,3,2007,0.354561,0.286385,0.54251,0.539683,0.427746,0.323529,0.286839,0.575092,0.368622,0.325397,0.327778,0.377814,1162,852,247,63,346,816,889,273,784,378,540,622,37,2008,1,99,0.18,37,13743,37,1,1864,0.82,NA,37,483800,GUILFORD TECHNICAL COMMUNITY COLLEGE,1,5330,9580,5330,17497786,17491448,5330,9580,5330,17497786,17491448,0,0,,No
574,198622,2012,483800,4838,37,5,2007,0.380237,0.320213,0.528958,0.651515,0.435897,0.355429,0.312115,0.608247,0.386836,0.365915,0.368866,0.390208,1265,940,259,66,390,875,974,291,866,399,591,674,37,2010,1,99,0.148,37,13068,37,1,1450,0.81,NA,37,483800,GUILFORD TECHNICAL COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
575,198640,2010,798600,7986,37,3,2007,0.732143,0.555556,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,56,27,-3,-3,32,24,40,16,43,13,27,29,37,2008,1,99,0.296,37,1522,37,1,203,0.74,NA,37,798600,HALIFAX COMMUNITY COLLEGE,1,561,905,561,1680764,1679858,561,905,561,1680764,1679858,0,0,,No
576,198640,2012,798600,7986,37,5,2007,0.683333,0.612903,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,60,31,-3,-3,35,25,44,16,45,15,31,29,37,2010,1,99,0.22,37,1425,37,1,194,0.73,NA,37,798600,HALIFAX COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
577,198668,2010,808300,8083,37,3,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,29,16,-3,-3,15,14,-3,-3,14,15,14,15,37,2008,1,99,0.225,37,2137,37,1,117,0.79,NA,37,808300,HAYWOOD COMMUNITY COLLEGE,1,148,241,148,429517,419482,148,241,148,429517,419482,0,0,,No
578,198668,2012,808300,8083,37,5,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,30,17,-3,-3,16,14,-3,-3,12,18,15,15,37,2010,1,99,0.189,37,1834,37,1,136,0.81,NA,37,808300,HAYWOOD COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
585,198695,2010,293300,2933,37,3,2007,0.656278,0.535565,0.723256,0.790698,0.742574,0.555126,0.563356,0.756957,0.639474,0.69146,0.598253,0.696241,1123,478,430,215,606,517,584,539,760,363,458,665,37,2005,1,99,0.634,37,3713,37,1,1007,0.83,NA,37,293300,HIGH POINT UNIVERSITY,1,1748,3899,1827,7394025,7354583,1748,3899,1827,7394025,7354583,0,0,,No
587,198695,2012,293300,2933,37,5,2007,0.675271,0.551657,0.746696,0.807692,0.76227,0.571949,0.586371,0.773684,0.668734,0.688608,0.624217,0.709141,1201,513,454,234,652,549,631,570,806,395,479,722,37,2007,1,99,0.642,37,4115,37,1,921,0.73,NA,37,293300,HIGH POINT UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
589,198729,2010,768700,7687,37,3,2007,0.565217,0.535714,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,46,28,-3,-3,17,29,27,19,33,13,23,23,37,2008,1,99,0.333,37,1219,37,1,134,0.87,NA,37,768700,JAMES SPRUNT COMMUNITY COLLEGE,1,304,512,304,961903,961598,304,512,304,961903,961598,0,0,,No
590,198729,2012,768700,7687,37,5,2007,0.586957,0.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,46,26,-3,-3,19,27,27,19,33,13,23,23,37,2010,1,99,0.227,37,1271,37,1,151,0.92,NA,37,768700,JAMES SPRUNT COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
591,198747,2010,293500,2935,37,3,2007,0.60274,-3,0.676471,-3,-3,-3,-3,-3,0.583333,0.621622,0.580645,0.619048,73,-3,34,-3,23,50,47,26,36,37,31,42,37,2005,1,99,0.5,37,159,37,1,9,0.9,NA,37,293500,LAUREL UNIVERSITY,1,122,238,137,466654,442873,122,238,137,466654,442873,0,0,,No
593,198747,2012,293500,2935,37,5,2007,0.648649,0.5,-3,-3,-3,-3,-3,-3,0.641026,0.657143,0.65625,0.642857,74,34,-3,-3,24,50,46,28,39,35,32,42,37,2007,1,99,0.667,37,258,37,1,12,0.92,NA,37,293500,LAUREL UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
595,198756,2010,293600,2936,37,3,2007,0.259791,0.191874,0.33195,0.414634,0.261299,0.241379,0.231648,0.372549,0.254808,0.265714,0.259386,0.260042,766,443,241,82,708,58,613,153,416,350,293,473,37,2005,1,99,NA,37,1524,37,1,217,0.98,NA,37,293600,JOHNSON C SMITH UNIVERSITY,1,1312,2720,1312,5809467,5676075,1312,2720,1312,5809467,5676075,0,0,,Yes
597,198756,2012,293600,2936,37,5,2007,0.287059,0.250518,0.330961,0.348837,0.290816,0.242424,0.267356,0.364162,0.289474,0.284264,0.284404,0.288719,850,483,281,86,784,66,677,173,456,394,327,523,37,2007,1,99,1,37,1668,37,1,343,0.89,NA,37,293600,JOHNSON C SMITH UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
599,198774,2010,933600,9336,37,3,2007,0.711538,-3,0.672727,-3,0.698113,0.72549,0.657143,0.73913,0.733333,0.655172,0.688889,0.728814,104,32,55,17,53,51,35,69,75,29,45,59,37,2008,1,99,0.339,37,3729,37,1,378,0.64,NA,37,933600,JOHNSTON COMMUNITY COLLEGE,1,678,1121,685,1946010,1945998,678,1121,685,1946010,1945998,0,0,,No
600,198774,2012,933600,9336,37,5,2007,0.738739,-3,0.724138,-3,0.75,0.72549,0.690476,0.768116,0.765432,0.666667,0.729167,0.746032,111,37,58,16,60,51,42,69,81,30,48,63,37,2010,1,99,0.326,37,3657,37,1,310,0.66,NA,37,933600,JOHNSTON COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
601,198808,2010,293900,2939,37,3,2007,0.728929,0.578947,0.784615,0.858696,0.735099,0.715328,0.651786,0.809302,0.72963,0.727811,0.725275,0.731518,439,152,195,92,302,137,224,215,270,169,182,257,37,2005,1,99,0.282,37,858,37,1,223,0.97,NA,37,293900,LEES-MCRAE COLLEGE,1,587,1076,604,2452999,2361600,587,1076,604,2452999,2361600,0,0,,No
603,198808,2012,293900,2939,37,5,2007,0.747917,0.575758,0.807512,0.901961,0.762918,0.715232,0.643154,0.853556,0.741722,0.758427,0.746114,0.749129,480,165,213,102,329,151,241,239,302,178,193,287,37,2007,1,99,0.385,37,813,37,1,182,1,NA,37,293900,LEES-MCRAE COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
605,198835,2010,294100,2941,37,3,2007,0.724786,0.627551,0.72103,0.852564,0.726681,0.717742,0.634304,0.826087,0.755376,0.671362,0.633803,0.776882,585,196,233,156,461,124,309,276,372,213,213,372,37,2005,1,99,0.527,37,1588,37,1,422,1,NA,37,294100,LENOIR-RHYNE UNIVERSITY,1,947,1832,1042,4210304,4207114,947,1832,1042,4210304,4207114,0,0,,No
607,198835,2012,294100,2941,37,5,2007,0.752122,0.673367,0.738397,0.875817,0.759219,0.726563,0.681529,0.832727,0.791444,0.683721,0.677725,0.793651,589,199,237,153,461,128,314,275,374,215,211,378,37,2007,1,99,0.5,37,1507,37,1,326,0.99,NA,37,294100,LENOIR-RHYNE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
